"age";"job";"marital";"education";"default";"housing";"loan";"contact";"month";"day_of_week";"duration";"campaign";"pdays";"previous";"poutcome";"emp.var.rate";"cons.price.idx";"cons.conf.idx";"euribor3m";"nr.employed";"y"
24;"blue-collar";"single";"basic.9y";"no";"unknown";"unknown";"cellular";"jun";"mon";128;1;3;1;"success";-2.9;92.963;-40.8;1.266;5076.2;"no"
48;"blue-collar";"married";"basic.9y";"no";"yes";"no";"cellular";"aug";"wed";360;2;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
32;"housemaid";"single";"basic.4y";"no";"yes";"no";"telephone";"may";"thu";117;1;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
34;"technician";"married";"university.degree";"no";"yes";"no";"cellular";"aug";"thu";99;4;999;0;"nonexistent";1.4;93.444;-36.1;4.962;5228.1;"no"
50;"management";"divorced";"high.school";"unknown";"no";"no";"cellular";"nov";"thu";520;2;999;0;"nonexistent";-0.1;93.2;-42;4.076;5195.8;"no"
56;"retired";"married";"professional.course";"no";"no";"no";"cellular";"aug";"tue";139;2;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
38;"blue-collar";"divorced";"unknown";"no";"no";"no";"cellular";"nov";"tue";596;1;999;0;"nonexistent";-0.1;93.2;-42;4.153;5195.8;"yes"
34;"technician";"single";"professional.course";"no";"yes";"no";"cellular";"may";"thu";290;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
52;"blue-collar";"married";"basic.4y";"unknown";"no";"no";"cellular";"jul";"fri";80;1;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
35;"admin.";"married";"university.degree";"no";"yes";"yes";"cellular";"jul";"tue";82;20;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"no"
39;"services";"single";"high.school";"unknown";"yes";"no";"telephone";"may";"tue";62;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
26;"services";"married";"basic.9y";"no";"no";"no";"telephone";"may";"tue";43;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.291;5099.1;"no"
30;"self-employed";"married";"university.degree";"no";"yes";"no";"cellular";"jul";"thu";140;2;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
55;"technician";"married";"professional.course";"no";"yes";"no";"cellular";"nov";"fri";98;1;999;0;"nonexistent";-0.1;93.2;-42;4.021;5195.8;"no"
35;"blue-collar";"married";"unknown";"no";"no";"no";"telephone";"may";"fri";100;2;999;0;"nonexistent";1.1;93.994;-36.4;4.864;5191;"no"
35;"admin.";"single";"high.school";"no";"no";"no";"cellular";"may";"wed";236;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.27;5099.1;"no"
23;"technician";"single";"university.degree";"no";"yes";"yes";"cellular";"jul";"tue";603;11;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"no"
60;"retired";"married";"professional.course";"unknown";"no";"no";"telephone";"may";"wed";280;5;999;0;"nonexistent";1.1;93.994;-36.4;4.858;5191;"no"
29;"admin.";"married";"university.degree";"no";"yes";"no";"telephone";"jun";"fri";9;16;999;0;"nonexistent";1.4;94.465;-41.8;4.959;5228.1;"no"
37;"unemployed";"married";"university.degree";"no";"no";"yes";"telephone";"jul";"fri";85;3;999;0;"nonexistent";1.4;93.918;-42.7;4.959;5228.1;"no"
41;"admin.";"single";"high.school";"no";"no";"yes";"telephone";"may";"mon";111;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
34;"admin.";"married";"university.degree";"no";"no";"no";"telephone";"may";"tue";174;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
47;"admin.";"divorced";"university.degree";"no";"no";"yes";"cellular";"aug";"wed";69;6;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
50;"housemaid";"divorced";"high.school";"no";"yes";"no";"cellular";"jul";"mon";78;1;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"no"
36;"admin.";"single";"university.degree";"no";"no";"no";"cellular";"nov";"thu";105;2;999;1;"failure";-0.1;93.2;-42;4.076;5195.8;"no"
32;"blue-collar";"single";"high.school";"no";"no";"yes";"cellular";"may";"wed";204;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.281;5099.1;"no"
40;"management";"divorced";"university.degree";"unknown";"no";"no";"telephone";"may";"wed";175;3;999;0;"nonexistent";1.1;93.994;-36.4;4.859;5191;"no"
41;"housemaid";"married";"basic.4y";"unknown";"yes";"no";"cellular";"aug";"thu";228;1;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
44;"management";"married";"high.school";"unknown";"yes";"no";"cellular";"jul";"mon";126;1;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
36;"blue-collar";"married";"basic.4y";"unknown";"no";"no";"cellular";"jul";"tue";1615;3;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"yes"
58;"retired";"married";"professional.course";"no";"yes";"no";"cellular";"aug";"mon";302;2;999;0;"nonexistent";1.4;93.444;-36.1;4.97;5228.1;"no"
30;"services";"married";"basic.9y";"unknown";"yes";"no";"cellular";"nov";"mon";209;1;999;0;"nonexistent";-0.1;93.2;-42;4.191;5195.8;"no"
31;"technician";"single";"university.degree";"no";"unknown";"unknown";"telephone";"apr";"tue";222;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"no"
33;"services";"single";"basic.6y";"unknown";"yes";"yes";"telephone";"may";"wed";19;8;999;1;"failure";-1.8;92.893;-46.2;1.281;5099.1;"no"
29;"admin.";"married";"university.degree";"no";"no";"no";"cellular";"may";"mon";90;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.264;5099.1;"no"
34;"housemaid";"married";"basic.6y";"no";"yes";"no";"telephone";"may";"mon";300;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
53;"blue-collar";"single";"basic.9y";"no";"unknown";"unknown";"cellular";"mar";"thu";362;1;9;2;"success";-1.8;93.369;-34.8;0.643;5008.7;"yes"
52;"services";"married";"basic.6y";"no";"no";"yes";"cellular";"jul";"mon";161;2;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"no"
39;"management";"single";"university.degree";"no";"no";"no";"cellular";"may";"tue";11;12;999;0;"nonexistent";-1.8;92.893;-46.2;1.291;5099.1;"no"
50;"management";"divorced";"university.degree";"no";"no";"no";"cellular";"nov";"fri";202;1;999;1;"failure";-0.1;93.2;-42;4.021;5195.8;"no"
37;"admin.";"single";"university.degree";"no";"yes";"no";"telephone";"may";"mon";168;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.299;5099.1;"no"
34;"technician";"divorced";"professional.course";"no";"yes";"yes";"cellular";"may";"fri";296;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.25;5099.1;"no"
25;"admin.";"single";"high.school";"no";"no";"yes";"cellular";"jul";"tue";586;2;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
40;"services";"married";"basic.4y";"unknown";"no";"no";"cellular";"may";"fri";308;1;999;1;"failure";-1.8;92.893;-46.2;1.313;5099.1;"no"
32;"blue-collar";"married";"basic.9y";"unknown";"yes";"no";"telephone";"may";"fri";184;1;999;0;"nonexistent";1.1;93.994;-36.4;4.859;5191;"no"
27;"admin.";"single";"university.degree";"no";"no";"no";"cellular";"jul";"tue";1237;7;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"yes"
30;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"aug";"tue";387;5;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
39;"admin.";"single";"university.degree";"unknown";"no";"no";"telephone";"jun";"mon";658;2;999;0;"nonexistent";1.4;94.465;-41.8;4.865;5228.1;"no"
38;"services";"divorced";"basic.6y";"no";"unknown";"unknown";"cellular";"may";"tue";351;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.291;5099.1;"no"
40;"management";"married";"university.degree";"no";"yes";"no";"telephone";"may";"wed";295;2;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
44;"admin.";"single";"university.degree";"no";"no";"no";"cellular";"aug";"thu";492;1;999;2;"failure";-1.7;94.027;-38.3;0.904;4991.6;"no"
47;"services";"married";"university.degree";"no";"yes";"no";"telephone";"may";"tue";63;9;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
44;"blue-collar";"married";"basic.9y";"unknown";"yes";"no";"telephone";"jun";"wed";103;5;999;0;"nonexistent";1.4;94.465;-41.8;4.958;5228.1;"no"
40;"admin.";"married";"university.degree";"unknown";"unknown";"unknown";"telephone";"jun";"fri";65;6;999;0;"nonexistent";1.4;94.465;-41.8;4.967;5228.1;"no"
27;"admin.";"married";"high.school";"no";"no";"yes";"cellular";"may";"wed";251;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.334;5099.1;"no"
39;"blue-collar";"married";"basic.9y";"unknown";"no";"no";"cellular";"jul";"tue";181;1;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"no"
29;"services";"married";"high.school";"unknown";"unknown";"unknown";"cellular";"may";"wed";141;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.334;5099.1;"no"
31;"blue-collar";"married";"basic.9y";"no";"no";"no";"telephone";"jun";"thu";47;1;999;0;"nonexistent";1.4;94.465;-41.8;4.866;5228.1;"no"
42;"self-employed";"married";"university.degree";"no";"yes";"no";"telephone";"may";"mon";1002;5;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
34;"admin.";"single";"high.school";"no";"yes";"no";"cellular";"may";"fri";217;6;999;1;"failure";-1.8;92.893;-46.2;1.25;5099.1;"no"
35;"entrepreneur";"single";"professional.course";"no";"no";"no";"telephone";"jun";"wed";236;1;999;0;"nonexistent";1.4;94.465;-41.8;4.962;5228.1;"no"
35;"admin.";"divorced";"university.degree";"no";"yes";"no";"cellular";"nov";"fri";28;3;999;1;"failure";-0.1;93.2;-42;4.021;5195.8;"no"
37;"technician";"single";"high.school";"no";"yes";"no";"cellular";"aug";"wed";133;1;999;0;"nonexistent";1.4;93.444;-36.1;4.967;5228.1;"no"
46;"blue-collar";"divorced";"professional.course";"no";"yes";"no";"cellular";"aug";"wed";192;1;999;0;"nonexistent";1.4;93.444;-36.1;4.967;5228.1;"no"
20;"student";"single";"high.school";"no";"no";"yes";"cellular";"oct";"mon";169;1;999;0;"nonexistent";-3.4;92.431;-26.9;0.739;5017.5;"no"
47;"housemaid";"single";"professional.course";"no";"yes";"no";"cellular";"apr";"tue";242;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"yes"
42;"admin.";"single";"unknown";"no";"yes";"no";"telephone";"may";"tue";339;3;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
33;"admin.";"married";"professional.course";"no";"no";"no";"telephone";"may";"mon";198;1;999;0;"nonexistent";1.1;93.994;-36.4;4.858;5191;"no"
59;"blue-collar";"married";"basic.4y";"unknown";"no";"no";"telephone";"may";"mon";293;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
51;"entrepreneur";"married";"basic.4y";"unknown";"no";"no";"cellular";"aug";"tue";148;2;999;0;"nonexistent";1.4;93.444;-36.1;4.966;5228.1;"no"
42;"technician";"divorced";"university.degree";"no";"no";"no";"telephone";"may";"tue";190;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
46;"services";"married";"high.school";"no";"yes";"no";"cellular";"may";"thu";182;1;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
56;"entrepreneur";"married";"university.degree";"no";"yes";"no";"cellular";"sep";"thu";105;2;999;0;"nonexistent";-3.4;92.379;-29.8;0.778;5017.5;"no"
42;"blue-collar";"married";"basic.9y";"unknown";"no";"no";"telephone";"jun";"mon";213;3;999;0;"nonexistent";1.4;94.465;-41.8;4.865;5228.1;"no"
56;"technician";"married";"professional.course";"unknown";"no";"yes";"cellular";"aug";"thu";190;1;999;0;"nonexistent";1.4;93.444;-36.1;4.968;5228.1;"no"
37;"admin.";"single";"high.school";"unknown";"yes";"no";"cellular";"nov";"mon";387;1;999;0;"nonexistent";-0.1;93.2;-42;4.191;5195.8;"no"
44;"services";"married";"basic.4y";"unknown";"yes";"no";"cellular";"aug";"mon";779;7;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
34;"technician";"married";"professional.course";"no";"no";"no";"telephone";"jun";"thu";317;1;999;0;"nonexistent";1.4;94.465;-41.8;4.958;5228.1;"no"
48;"admin.";"single";"high.school";"no";"no";"no";"cellular";"apr";"mon";223;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.466;5099.1;"no"
58;"retired";"married";"basic.4y";"no";"yes";"no";"cellular";"jul";"tue";614;1;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"no"
38;"services";"divorced";"high.school";"no";"no";"no";"telephone";"may";"mon";398;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
21;"services";"single";"professional.course";"no";"yes";"yes";"cellular";"jun";"thu";787;1;999;0;"nonexistent";-2.9;92.963;-40.8;1.26;5076.2;"yes"
40;"blue-collar";"married";"professional.course";"no";"no";"no";"cellular";"jul";"mon";189;1;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
34;"admin.";"married";"high.school";"no";"no";"no";"telephone";"may";"wed";357;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
29;"admin.";"divorced";"university.degree";"no";"yes";"yes";"cellular";"aug";"thu";120;1;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
38;"technician";"married";"high.school";"no";"no";"no";"cellular";"aug";"tue";134;2;999;0;"nonexistent";1.4;93.444;-36.1;4.968;5228.1;"no"
36;"technician";"married";"professional.course";"unknown";"no";"no";"telephone";"may";"fri";90;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
43;"housemaid";"married";"basic.4y";"no";"unknown";"unknown";"telephone";"may";"tue";201;4;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
53;"admin.";"married";"high.school";"no";"no";"no";"cellular";"may";"thu";168;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
73;"retired";"divorced";"high.school";"no";"no";"yes";"cellular";"dec";"tue";63;3;6;2;"success";-3;92.713;-33;0.707;5023.5;"yes"
25;"services";"single";"basic.6y";"unknown";"no";"no";"cellular";"jul";"thu";88;1;999;0;"nonexistent";1.4;93.918;-42.7;4.958;5228.1;"no"
56;"blue-collar";"married";"basic.9y";"unknown";"no";"no";"telephone";"jun";"fri";143;2;999;0;"nonexistent";1.4;94.465;-41.8;4.967;5228.1;"no"
45;"services";"married";"basic.9y";"unknown";"no";"no";"telephone";"may";"mon";198;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
38;"blue-collar";"married";"unknown";"no";"no";"no";"cellular";"jul";"wed";618;1;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
26;"admin.";"single";"high.school";"no";"no";"yes";"telephone";"jun";"mon";445;1;999;0;"nonexistent";1.4;94.465;-41.8;4.865;5228.1;"no"
42;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"nov";"mon";116;2;999;0;"nonexistent";-0.1;93.2;-42;4.191;5195.8;"no"
30;"blue-collar";"single";"basic.9y";"no";"yes";"no";"cellular";"jul";"mon";235;3;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
58;"retired";"married";"basic.4y";"no";"no";"no";"cellular";"aug";"wed";180;4;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
53;"technician";"single";"professional.course";"no";"yes";"no";"cellular";"nov";"wed";1468;3;999;0;"nonexistent";-0.1;93.2;-42;4.12;5195.8;"yes"
45;"admin.";"married";"university.degree";"no";"no";"no";"cellular";"may";"tue";198;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.291;5099.1;"no"
38;"technician";"married";"professional.course";"no";"yes";"yes";"cellular";"mar";"thu";63;2;999;0;"nonexistent";-1.8;92.843;-50;1.757;5099.1;"yes"
47;"admin.";"married";"high.school";"unknown";"no";"no";"cellular";"aug";"fri";61;3;999;0;"nonexistent";1.4;93.444;-36.1;4.966;5228.1;"no"
32;"technician";"married";"university.degree";"no";"yes";"no";"cellular";"jul";"thu";80;2;999;0;"nonexistent";1.4;93.918;-42.7;4.958;5228.1;"no"
41;"management";"married";"university.degree";"no";"no";"no";"cellular";"aug";"fri";124;7;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
45;"blue-collar";"married";"basic.9y";"no";"no";"no";"cellular";"nov";"thu";73;1;999;0;"nonexistent";-0.1;93.2;-42;4.076;5195.8;"no"
28;"blue-collar";"single";"basic.9y";"no";"yes";"no";"cellular";"apr";"thu";315;1;2;1;"success";-1.8;93.075;-47.1;1.365;5099.1;"yes"
32;"entrepreneur";"married";"university.degree";"no";"no";"no";"cellular";"aug";"mon";95;5;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
37;"self-employed";"divorced";"basic.9y";"no";"yes";"no";"cellular";"apr";"wed";343;2;999;1;"failure";-1.8;93.075;-47.1;1.415;5099.1;"no"
33;"technician";"single";"university.degree";"no";"no";"no";"cellular";"apr";"thu";657;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.435;5099.1;"yes"
34;"entrepreneur";"married";"professional.course";"no";"yes";"no";"telephone";"may";"fri";292;4;999;0;"nonexistent";1.1;93.994;-36.4;4.864;5191;"no"
42;"entrepreneur";"married";"high.school";"no";"no";"no";"cellular";"jul";"mon";217;1;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"no"
60;"admin.";"married";"university.degree";"no";"no";"no";"telephone";"jun";"wed";1574;3;999;0;"nonexistent";1.4;94.465;-41.8;4.962;5228.1;"yes"
46;"student";"single";"unknown";"no";"yes";"no";"telephone";"jul";"fri";279;4;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"yes"
34;"admin.";"single";"university.degree";"no";"no";"no";"cellular";"aug";"thu";161;3;999;0;"nonexistent";1.4;93.444;-36.1;4.968;5228.1;"no"
46;"entrepreneur";"single";"university.degree";"no";"yes";"yes";"cellular";"apr";"mon";142;12;999;1;"failure";-1.8;93.075;-47.1;1.405;5099.1;"no"
33;"self-employed";"married";"university.degree";"no";"no";"no";"telephone";"may";"tue";367;5;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
35;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"apr";"fri";334;2;999;1;"failure";-1.8;93.075;-47.1;1.405;5099.1;"no"
31;"technician";"single";"high.school";"no";"no";"no";"cellular";"may";"wed";37;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.334;5099.1;"no"
36;"management";"married";"university.degree";"no";"yes";"no";"telephone";"jun";"fri";122;1;999;0;"nonexistent";1.4;94.465;-41.8;4.959;5228.1;"no"
26;"student";"single";"high.school";"no";"no";"no";"cellular";"may";"thu";93;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.27;5099.1;"no"
40;"blue-collar";"divorced";"basic.9y";"no";"yes";"no";"cellular";"jul";"wed";207;3;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
59;"services";"married";"high.school";"no";"yes";"no";"cellular";"jul";"thu";70;5;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
56;"services";"divorced";"high.school";"unknown";"yes";"no";"cellular";"aug";"tue";59;5;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
54;"self-employed";"divorced";"high.school";"unknown";"no";"no";"telephone";"jul";"mon";178;4;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
30;"services";"single";"basic.9y";"no";"no";"no";"telephone";"may";"wed";53;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
40;"technician";"married";"high.school";"no";"yes";"no";"cellular";"nov";"wed";118;1;999;0;"nonexistent";-0.1;93.2;-42;4.12;5195.8;"no"
49;"services";"married";"high.school";"no";"no";"no";"cellular";"jul";"thu";63;4;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
26;"blue-collar";"married";"basic.9y";"no";"yes";"yes";"cellular";"jul";"fri";300;3;999;0;"nonexistent";1.4;93.918;-42.7;4.957;5228.1;"no"
42;"technician";"married";"university.degree";"no";"no";"yes";"cellular";"aug";"thu";168;1;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
40;"blue-collar";"married";"basic.4y";"no";"no";"no";"cellular";"apr";"mon";1550;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"yes"
32;"admin.";"married";"professional.course";"no";"yes";"no";"cellular";"oct";"tue";435;1;999;0;"nonexistent";-3.4;92.431;-26.9;0.742;5017.5;"yes"
31;"admin.";"married";"high.school";"unknown";"no";"no";"cellular";"jul";"wed";82;3;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
28;"admin.";"married";"high.school";"no";"no";"yes";"cellular";"may";"wed";530;2;999;0;"nonexistent";-1.8;93.876;-40;0.697;5008.7;"yes"
33;"blue-collar";"married";"basic.9y";"unknown";"no";"yes";"cellular";"apr";"mon";243;2;999;1;"failure";-1.8;93.075;-47.1;1.405;5099.1;"no"
31;"unemployed";"single";"basic.4y";"no";"no";"no";"cellular";"nov";"fri";184;1;999;0;"nonexistent";-0.1;93.2;-42;4.021;5195.8;"no"
51;"unemployed";"married";"basic.4y";"unknown";"yes";"no";"telephone";"may";"thu";249;2;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
28;"blue-collar";"married";"basic.4y";"unknown";"no";"yes";"cellular";"jul";"thu";29;8;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
45;"blue-collar";"married";"basic.6y";"no";"no";"yes";"cellular";"aug";"wed";48;8;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
32;"technician";"married";"university.degree";"no";"no";"no";"telephone";"jul";"thu";65;4;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
47;"management";"married";"university.degree";"no";"yes";"no";"cellular";"may";"tue";469;2;999;1;"failure";-1.8;92.893;-46.2;1.344;5099.1;"no"
46;"admin.";"married";"high.school";"no";"no";"no";"telephone";"may";"fri";297;1;999;0;"nonexistent";1.1;93.994;-36.4;4.859;5191;"no"
29;"blue-collar";"single";"basic.9y";"no";"no";"yes";"cellular";"oct";"wed";107;2;999;0;"nonexistent";-3.4;92.431;-26.9;0.735;5017.5;"yes"
39;"technician";"single";"university.degree";"unknown";"no";"yes";"cellular";"oct";"fri";125;1;999;0;"nonexistent";-3.4;92.431;-26.9;0.72;5017.5;"yes"
41;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"aug";"wed";342;2;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
29;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"may";"tue";212;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
43;"management";"married";"university.degree";"no";"yes";"yes";"telephone";"jun";"tue";435;3;999;0;"nonexistent";1.4;94.465;-41.8;4.864;5228.1;"no"
